VBELN,POSNR,MATNR,KWMENG,NETWR
2000002033,40,MAT-000873,61,9269.56
2000008344,20,MAT-000902,50,6702.0
2000003265,40,MAT-000340,95,22255.65
2000004145,10,MAT-000150,37,25279.51
2000000172,20,MAT-000424,49,93702.21
2000008999,10,MAT-000737,39,27349.53
2000002508,20,MAT-000891,22,41862.04
2000000119,10,MAT-000251,62,94908.98
2000004610,10,MAT-000811,66,3080.88
2000004535,10,MAT-000123,6,3101.28
2000008722,20,MAT-000670,62,88402.7
2000001162,40,MAT-000231,55,91781.8
2000004201,20,MAT-000555,26,
2000006657,40,MAT-000632,50,54896.5
2000002884,20,MAT-000848,78,62492.82
2000001585,20,MAT-000390,53,51846.72
2000007937,40,MAT-000249,32,10087.36
2000003917,10,MAT-000753,23,11648.81
2000006114,20,MAT-000722,73,71467.0
2000006031,20,MAT-000541,54,81562.14
2000005707,20,MAT-000182,39,2988.57
2000007324,30,MAT-000788,14,6948.76
2000004194,10,MAT-000306,70,34337.8
2000006330,10,MAT-000950,96,109668.48
2000008466,30,MAT-000206,31,58336.42
2000009578,10,MAT-000926,78,56749.68
2000002246,10,MAT-000632,50,71482.5
2000005066,40,MAT-000532,8,1510.48
2000007840,30,MAT-000005,93,167093.1
2000002018,30,MAT-000396,87,24741.06
2000000491,30,MAT-000671,94,185061.56
2000006311,10,MAT-000391,54,38001.42
2000006657,20,MAT-000978,93,137197.32
2000007560,10,MAT-000305,94,152105.16
2000007941,30,MAT-000746,16,12546.08
2000007049,40,MAT-000945,7,
2000009675,20,MAT-000461,12,5453.4
2000001410,20,MAT-000799,17,19753.15
2000007625,20,MAT-000849,90,179611.2
2000004787,10,MAT-000804,30,23999.1
2000007568,30,MAT-000777,48,3902.4
2000005277,20,MAT-000370,26,33569.12
2000005758,30,MAT-000787,71,141840.96
2000009675,50,MAT-000188,79,55307.11
2000009864,10,MAT-000163,91,10762.57
2000007300,30,MAT-000470,35,63934.15
2000001371,10,MAT-000599,25,7197.75
2000008031,30,MAT-000294,43,22118.34
2000004146,10,MAT-000435,73,27877.97
2000007928,10,MAT-000317,39,20273.37
2000004696,10,MAT-000845,28,7499.24
2000006883,20,MAT-000002,30,52756.2
2000007734,30,MAT-000183,10,11452.9
2000009755,10,MAT-000354,91,11461.45
2000008091,10,MAT-000709,5,920.8
2000009518,10,MAT-000825,44,65417.0
2000000760,50,MAT-000486,51,51575.79
2000001115,30,MAT-000645,22,38621.22
2000003477,10,MAT-000188,48,41398.08
2000002614,40,MAT-000616,24,22880.64
2000006039,10,MAT-000190,23,411.01
2000002699,40,MAT-000885,14,4755.1
2000003773,10,MAT-000146,15,22192.65
2000009119,30,MAT-000096,24,19567.68
2000007564,40,MAT-000217,78,114661.56
2000006859,20,MAT-000470,20,20990.0
2000006270,40,MAT-000329,27,37601.28
2000004099,20,MAT-000068,5,7693.0
2000006443,10,MAT-000482,72,26052.48
2000001690,20,MAT-000432,7,13923.28
2000001435,20,MAT-000422,11,7817.7
2000007379,20,MAT-000749,19,27621.25
2000000212,20,MAT-000264,64,8685.44
2000009888,30,MAT-000357,47,21108.64
2000003921,10,MAT-000140,88,86731.04
2000001674,20,MAT-000888,24,15077.28
2000007390,20,MAT-000862,59,60709.23
2000005069,10,MAT-000441,28,21665.0
2000006452,20,MAT-000046,18,1609.92
2000003746,10,MAT-000303,4,4963.24
2000000581,40,MAT-000459,75,-28930.5
2000001816,10,MAT-000936,83,124233.57
2000002244,30,MAT-000499,82,88677.26
2000005020,10,MAT-000474,78,150284.16
2000008724,20,MAT-000135,11,9474.3
2000002845,20,MAT-000865,24,41275.92
2000008746,10,MAT-000657,70,9003.4
2000007633,20,MAT-000128,84,30812.88
2000008563,40,MAT-000441,60,43629.6
2000004000,40,MAT-000716,45,17255.25
2000008610,20,MAT-000492,21,26438.79
2000005319,30,MAT-000203,27,4856.49
2000005725,30,MAT-000008,73,33857.4
2000005996,40,MAT-000538,89,
2000008034,20,MAT-000371,66,18130.86
2000007411,30,MAT-000266,86,2857.78
2000005874,10,MAT-000963,64,8842.24
2000007683,30,MAT-000224,66,45431.1
2000007306,40,MAT-000552,99,134398.44
2000009005,10,MAT-000467,30,58816.5
2000006754,20,MAT-000617,85,58908.4
2000005914,20,MAT-000800,31,22621.32
2000001726,10,MAT-000261,84,47368.44
2000009279,10,MAT-000928,55,68376.0
2000003319,40,MAT-000645,52,
2000000915,20,MAT-000004,86,170265.38
2000009397,50,MAT-000635,66,13872.54
2000005729,10,MAT-000133,27,18267.66
2000007688,20,MAT-000301,73,87301.43
2000005455,50,MAT-000154,34,2062.1
2000000296,30,MAT-000405,98,15033.2
2000007302,20,MAT-000286,95,46219.4
2000006885,10,MAT-000941,61,35350.11
2000006240,40,MAT-000019,21,23171.61
2000003461,40,MAT-000779,79,26302.26
2000006366,40,MAT-000798,13,411.97
2000000893,20,MAT-000801,83,121615.75
2000001896,10,MAT-000627,86,97020.04
2000002504,10,MAT-000651,46,36742.96
2000009446,10,MAT-000703,3,4513.89
2000006507,20,MAT-000724,55,
2000001803,20,MAT-000781,95,185994.8
2000003507,50,MAT-000014,13,25992.07
2000006471,10,MAT-000073,64,52642.56
2000006944,20,MAT-000440,89,76573.82
2000001192,40,MAT-000524,44,29893.6
2000000593,20,MAT-000411,84,146590.08
2000004233,10,MAT-000265,7,601.65
2000002334,20,MAT-000917,13,25767.43
2000000772,30,MAT-000862,59,76935.41
2000005793,10,MAT-000657,5,
2000001822,40,MAT-000359,19,2067.58
2000004909,10,MAT-000947,51,19910.4
2000000851,10,MAT-000117,61,82685.5
2000002595,50,MAT-000737,61,106086.32
2000004211,10,MAT-000894,4,5672.08
2000006796,20,MAT-000380,44,51696.48
2000000384,20,MAT-000416,77,120159.27
2000003292,10,MAT-000694,88,46860.88
2000000001,30,MAT-000320,24,40454.4
2000003526,10,MAT-000037,54,82161.54
2000000139,10,MAT-000760,44,84030.76
2000006612,20,MAT-000636,4,2209.88
2000001490,40,MAT-000301,4,2032.16
2000008010,50,MAT-000039,56,-59841.04
2000009136,20,MAT-000817,89,81082.56
2000002543,40,MAT-000335,100,39208.0
2000009089,20,MAT-000207,18,2265.12
2000005152,10,MAT-000696,64,8949.12
2000008426,20,MAT-000494,97,66227.72
2000003405,40,MAT-000199,49,69247.29
2000000630,40,MAT-000552,17,7993.06
2000002509,50,MAT-000351,84,4141.2
2000001540,10,MAT-000939,58,53831.54
2000008419,10,MAT-000974,7,11175.08
2000007178,20,MAT-000418,24,1246.08
2000007524,40,MAT-000108,44,70952.2
2000007267,30,MAT-000918,86,79218.04
2000008359,10,MAT-000017,100,22794.0
2000002534,10,MAT-000638,16,8406.72
2000000141,10,MAT-000126,1,1134.5
2000003891,30,MAT-000110,13,12621.05
2000000746,20,MAT-000091,64,29969.28
2000008335,20,MAT-000280,72,71636.4
2000005015,30,MAT-000086,35,51663.85
2000007501,10,MAT-000508,18,21040.2
2000000077,10,MAT-000403,52,35578.4
2000008529,40,MAT-000105,86,111986.62
2000003723,50,MAT-000901,74,23272.26
2000004503,30,MAT-000521,95,104579.8
2000002320,40,MAT-000396,37,7316.75
2000009595,10,MAT-000560,94,52349.54
2000002387,10,MAT-000796,90,31945.5
2000005633,30,MAT-000487,10,2099.1
2000008764,10,MAT-000228,7,7567.56
2000002586,20,MAT-000927,68,39790.88
2000009895,20,MAT-000789,75,48887.25
2000004439,50,MAT-000831,65,7166.9
2000001641,10,MAT-000416,71,67861.8
2000005521,20,MAT-000020,35,51343.6
2000006197,10,MAT-000077,48,69858.72
2000003557,10,MAT-000888,40,62317.6
2000003309,30,MAT-000317,37,17789.23
2000002368,30,MAT-000909,90,79114.5
2000001115,50,MAT-000236,33,60885.66
2000008692,10,MAT-000413,58,7929.18
2000005815,10,MAT-000055,82,132241.4
2000004023,20,MAT-000865,36,51847.92
2000006733,30,MAT-000871,53,66340.63
2000003924,20,MAT-000291,22,32543.5
2000003720,50,MAT-000785,96,
2000009281,40,MAT-000269,11,12336.83
2000009623,40,MAT-000645,24,21877.68
2000000505,20,MAT-000727,16,6196.16
2000004006,10,MAT-000041,58,86951.86
2000008045,30,MAT-000596,5,165.95
2000005529,30,MAT-000875,27,21768.75
2000000339,30,MAT-000298,18,34702.2
2000002084,10,MAT-000106,8,12319.12
2000006054,30,MAT-000301,26,17600.96
2000000365,50,MAT-000813,83,84021.73
2000004513,20,MAT-000290,62,8795.32
2000005771,30,MAT-000627,23,24134.59
2000000201,20,MAT-000079,97,45652.08
2000006980,30,MAT-000496,77,43793.75
2000001758,10,MAT-000711,67,73773.03
2000005355,40,MAT-000929,76,39232.72
2000009019,30,MAT-000324,33,36599.31
2000001248,10,MAT-000866,46,3519.46
2000007347,10,MAT-000656,33,30828.93
2000003278,10,MAT-000898,29,1485.38
2000003754,30,MAT-000113,33,59986.08
2000008418,50,MAT-000039,26,12698.66
2000006028,10,MAT-000046,12,9732.72
2000004115,20,MAT-000290,17,5194.52
2000004361,10,MAT-000720,66,103416.72
2000008057,10,MAT-000044,94,97455.44
2000007779,30,MAT-000059,36,52535.16
2000000435,20,MAT-000511,51,12396.57
2000000262,10,MAT-000376,76,113942.24
2000005131,10,MAT-000020,96,23787.84
2000000039,30,MAT-000704,52,70402.28
2000000311,30,MAT-000245,40,59730.8
2000002289,10,MAT-000512,99,193766.76
2000005474,40,MAT-000764,50,69768.0
2000008394,20,MAT-000699,67,19231.01
2000009693,50,MAT-000249,9,15504.48
2000009204,10,MAT-000413,16,31666.08
2000006007,10,MAT-000626,2,3091.68
2000003144,40,MAT-000564,15,23629.8
2000002627,10,MAT-000351,25,21773.5
2000003952,20,MAT-000067,76,56239.24
2000006614,30,MAT-000577,95,122206.1
2000004753,10,MAT-000864,38,64867.14
2000009938,30,MAT-000913,60,73470.6
2000006093,40,MAT-000524,21,34565.37
2000006177,30,MAT-000792,61,8093.48
2000006940,20,MAT-000343,52,2947.88
2000002628,10,MAT-000909,89,81473.27
2000008598,10,MAT-000583,18,21748.14
2000007550,10,MAT-000994,71,57468.11
2000003203,20,MAT-000032,74,-116421.98
2000006865,50,MAT-000125,60,53229.6
2000005082,10,MAT-000507,82,114810.66
2000005092,20,MAT-000541,79,123465.15
2000009069,20,MAT-000530,16,2505.92
2000003334,40,MAT-000491,88,127523.44
2000009661,10,MAT-000260,4,7158.84
2000001573,30,MAT-000318,32,22432.32
2000005767,10,MAT-000513,51,28590.09
2000000951,10,MAT-000339,70,83352.5
2000008542,20,MAT-000435,76,105763.12
2000008598,40,MAT-000472,97,93624.4
2000005635,30,MAT-000046,10,16603.8
2000003046,40,MAT-000980,28,8045.24
2000009219,10,MAT-000524,76,132165.52
2000008189,40,MAT-000197,39,
2000000641,20,MAT-000315,53,51786.3
2000000522,10,MAT-000378,19,5901.78
2000007456,40,MAT-000572,36,10331.64
2000009403,10,MAT-000899,66,
2000007305,40,MAT-000031,26,36972.0
2000003453,10,MAT-000764,53,91927.44
2000001983,30,MAT-000850,10,13494.9
2000000086,20,MAT-000430,61,85540.91
2000000933,30,MAT-000081,13,13323.57
2000003969,30,MAT-000213,48,83165.28
2000000476,20,MAT-000832,35,18651.15
2000005470,20,MAT-000886,40,34760.0
2000008693,10,MAT-000255,20,
2000001598,10,MAT-000024,97,
2000006332,50,MAT-000100,58,68091.42
2000007098,20,MAT-000808,42,8772.54
2000003831,20,MAT-000046,85,31019.05
2000005466,20,MAT-000718,4,2032.84
2000009028,20,MAT-000717,70,88624.2
2000003829,10,MAT-000146,57,36020.01
2000000310,40,MAT-000509,76,149101.36
2000003723,10,MAT-000508,19,16942.68
2000007316,20,MAT-000090,69,45419.94
2000003033,30,MAT-000821,82,80792.14
2000009761,10,MAT-000899,58,69009.56
2000008219,40,MAT-000655,82,157558.08
2000008176,10,MAT-000540,45,16885.35
2000003667,10,MAT-000997,35,9034.2
2000009057,30,MAT-000771,98,130554.62
2000003614,40,MAT-000620,74,29409.08
2000005062,20,MAT-000641,99,20097.0
2000001288,10,MAT-001000,86,156057.32
2000004281,10,MAT-000969,92,29888.04
2000004898,30,MAT-000290,77,69423.2
2000002007,20,MAT-000931,49,62581.33
2000007633,30,MAT-000066,91,153347.74
2000009460,30,MAT-000465,34,65647.88
2000009693,40,MAT-000366,67,85333.88
2000009104,40,MAT-000096,58,15291.7
2000006640,30,MAT-000245,4,3481.28
2000007528,10,MAT-000830,70,52696.7
2000006165,20,MAT-000152,6,10078.98
2000000618,20,MAT-000163,3,2814.33
2000004904,20,MAT-000089,10,12947.5
2000009495,10,MAT-000732,86,156696.3
2000005708,30,MAT-000181,54,98818.38
2000002046,10,MAT-000046,40,54244.0
2000001826,40,MAT-000549,6,11373.42
2000008578,40,MAT-000073,88,137904.8
2000005242,30,MAT-000921,86,95346.48
2000002746,30,MAT-000009,23,25200.87
2000009139,30,MAT-000708,19,24059.32
2000004439,10,MAT-000141,35,1434.65
2000006083,10,MAT-000671,68,33255.4
2000002216,40,MAT-000501,38,16732.92
2000002792,40,MAT-000966,75,
2000008530,30,MAT-000462,34,64384.1
2000006408,10,MAT-000135,66,104572.38
2000005924,30,MAT-000655,28,15714.44
2000003334,10,MAT-000721,26,48049.56
2000009756,10,MAT-000667,68,130996.56
2000000688,10,MAT-000580,46,19984.24
2000006174,10,MAT-000253,23,16343.11
2000000532,40,MAT-000883,28,5580.96
2000004162,20,MAT-000920,40,
2000008867,30,MAT-000539,32,26790.4
2000003270,10,MAT-000013,72,58078.8
2000001345,10,MAT-000735,41,68993.57
2000003862,10,MAT-000300,54,84222.18
2000004873,10,MAT-000520,50,97413.5
2000006078,30,MAT-000787,74,43726.6
2000002213,20,MAT-000624,21,18895.59
2000001715,20,MAT-000111,96,189984.0
2000001718,10,MAT-000139,40,41390.0
2000007410,40,MAT-000319,4,3079.12
2000005166,10,MAT-000144,67,59198.52
2000005776,20,MAT-000201,71,54621.72
2000005026,20,MAT-000472,38,67401.74
2000008963,40,MAT-000710,89,95108.96
2000000523,10,MAT-000707,26,8420.88
2000004291,40,MAT-000494,59,106171.68
2000003417,10,MAT-000430,13,1675.7
2000008104,20,MAT-000713,49,91969.57
2000002387,40,MAT-000533,47,13535.53
2000002884,30,MAT-000040,95,45519.25
2000000396,20,MAT-000753,34,32839.24
2000005347,10,MAT-000349,2,3824.74
2000005497,20,MAT-000298,61,1284.05
2000002835,30,MAT-000715,13,3162.25
2000007425,10,MAT-000830,12,10549.68
2000008967,10,MAT-000381,74,117337.36
2000000807,10,MAT-000976,59,75459.82
2000002859,40,MAT-000797,63,65645.37
2000004338,20,MAT-000830,8,
2000008976,10,MAT-000788,6,778.86
2000006853,20,MAT-000994,40,39981.2
2000007262,10,MAT-000788,68,108083.96
2000009896,10,MAT-000094,6,4501.14
2000005271,20,MAT-000132,19,14290.47
2000009050,40,MAT-000710,97,169332.9
2000001507,20,MAT-000030,66,52180.92
2000002836,20,MAT-000656,40,64743.6
2000000498,40,MAT-000341,96,133735.68
2000005567,30,MAT-000561,27,30402.81
2000008257,10,MAT-000536,51,46952.64
2000006137,20,MAT-000053,81,128918.79
2000001961,10,MAT-000139,37,21564.34
2000002505,10,MAT-000164,31,27656.03
2000004027,10,MAT-000182,31,32942.46
2000008157,30,MAT-000651,76,150455.68
2000003727,40,MAT-000604,60,32238.0
2000002359,30,MAT-000609,67,32647.76
2000002159,10,MAT-000301,16,1703.84
2000001625,20,MAT-000334,96,186254.4
2000007927,30,MAT-000169,62,119518.64
2000005863,20,MAT-000173,27,42595.2
2000004317,20,MAT-000318,13,2676.31
2000001125,10,MAT-000895,11,16731.77
2000007264,10,MAT-000281,21,30315.39
2000006697,30,MAT-000948,7,2499.77
2000002789,20,MAT-000891,29,
2000006954,50,MAT-000771,72,2383.92
2000001044,40,MAT-000239,15,27596.7
2000002546,30,MAT-000924,47,81512.1
2000009584,10,MAT-000699,34,34807.84
2000007150,10,MAT-000278,57,64693.86
2000001627,40,MAT-000433,2,2667.86
2000003704,10,MAT-000966,86,91891.0
2000005141,10,MAT-000700,84,166890.36
2000002778,20,MAT-000839,63,29432.34
2000007029,30,MAT-000382,88,143268.4
2000009086,20,MAT-000697,37,34872.5
2000002982,30,MAT-000648,56,33644.24
2000001539,40,MAT-000933,15,12723.0
2000005271,40,MAT-000811,23,32016.92
2000009998,30,MAT-000497,2,241.68
2000000877,10,MAT-000646,77,
2000005765,10,MAT-000867,15,19009.95
2000001195,10,MAT-000659,42,30002.7
2000001261,20,MAT-000159,6,2287.14
2000002600,10,MAT-000561,27,13071.24
2000004339,10,MAT-000449,4,7131.56
2000001228,40,MAT-000611,73,81063.58
2000001494,20,MAT-000064,45,30271.5
2000004640,10,MAT-000095,5,4239.6
2000009716,20,MAT-000581,46,8777.72
2000002207,10,MAT-000051,50,78339.5
2000009539,30,MAT-000208,3,2401.02
2000007775,30,MAT-000632,16,-26913.12
2000009138,20,MAT-000509,14,16295.58
2000003616,10,MAT-000888,81,116619.75
2000000374,40,MAT-000557,23,8706.19
2000006646,40,MAT-000729,78,141164.4
2000003859,50,MAT-000778,61,-104439.32
2000006845,30,MAT-000655,6,8954.46
2000007694,50,MAT-000920,71,80358.51
2000003314,20,MAT-000946,53,41934.66
2000008786,10,MAT-000433,52,66206.92
2000009134,10,MAT-000723,79,26363.09
2000001969,40,MAT-000394,64,43551.36
2000003327,10,MAT-000103,63,75269.88
2000004092,10,MAT-000023,99,104124.24
2000003722,40,MAT-000022,71,141201.96
2000002516,50,MAT-000576,30,47075.1
2000003383,50,MAT-000241,52,10416.64
2000009100,20,MAT-000543,17,2063.46
2000004381,10,MAT-000102,72,114831.36
2000003733,20,MAT-000608,84,20297.76
2000006689,10,MAT-000457,58,23153.6
2000000042,40,MAT-000537,30,32698.5
2000006229,20,MAT-000458,99,85197.42
2000000066,10,MAT-000299,6,3537.66
2000005493,20,MAT-000503,46,15290.4
2000003486,20,MAT-000323,99,166112.1
2000008444,10,MAT-000019,34,28032.66
2000004165,10,MAT-000926,30,52346.7
2000004000,10,MAT-000217,51,61570.26
2000009464,10,MAT-000973,16,17106.4
2000009728,10,MAT-000596,16,19739.84
2000001660,30,MAT-000486,76,94610.88
2000001266,20,MAT-000791,91,102641.63
2000001616,20,MAT-000857,58,68277.02
2000001464,30,MAT-000054,9,1547.46
2000003822,20,MAT-000182,68,25750.92
2000000958,20,MAT-000172,7,12643.96
2000009639,50,MAT-000143,52,101242.96
2000007275,20,MAT-000373,77,64174.88
2000004155,40,MAT-000677,2,421.58
2000008027,10,MAT-000480,22,39506.94
2000001802,20,MAT-000617,96,28595.52
2000006986,30,MAT-000839,11,14067.35
2000004577,30,MAT-000696,27,12865.23
2000007631,10,MAT-000730,21,32412.87
2000002342,10,MAT-000106,13,3024.19
2000002893,30,MAT-000395,82,98278.64
2000004495,40,MAT-000674,4,4965.08
2000005200,30,MAT-000727,60,16050.0
2000002822,40,MAT-000869,92,124632.4
2000008692,30,MAT-000860,88,98648.0
2000009733,10,MAT-000384,98,190469.86
2000007614,10,MAT-000947,50,87105.0
2000008021,10,MAT-000780,50,61738.5
2000008935,20,MAT-000646,55,19035.5
2000005501,30,MAT-000159,80,93091.2
2000007555,30,MAT-000173,13,18879.38
2000006569,10,MAT-000988,95,142082.0
2000003287,30,MAT-000282,80,153786.4
2000002542,20,MAT-000513,6,2901.72
2000006232,10,MAT-000093,51,34989.57
2000003905,20,MAT-000951,30,39316.5
2000004458,50,MAT-000125,47,9692.34
2000008006,40,MAT-000523,58,18826.8
2000003992,20,MAT-000124,5,5517.45
2000005335,30,MAT-000183,65,52735.15
2000008351,20,MAT-000070,52,32649.76
2000008400,30,MAT-000086,44,86438.0
2000004829,10,MAT-000551,94,42824.52
2000009946,30,MAT-000101,94,73100.98
2000000447,20,MAT-000704,43,32768.15
2000006699,10,MAT-000299,48,-48265.44
2000003990,50,MAT-000080,89,168645.21
2000002285,20,MAT-000673,69,103351.65
2000006312,30,MAT-000764,36,14559.84
2000002005,40,MAT-000911,73,84491.66
2000003174,30,MAT-000397,32,2472.96
2000009761,20,MAT-000642,53,92396.49
2000002140,40,MAT-000123,71,89168.9
2000001140,30,MAT-000326,73,143708.53
2000007646,30,MAT-000525,36,41386.32
2000000662,20,MAT-000063,95,50605.55
2000007565,30,MAT-000662,46,8004.92
2000002010,30,MAT-000013,74,122924.36
2000001411,20,MAT-000875,5,7669.8
2000003448,10,MAT-000516,42,82024.32
2000009233,30,MAT-000976,24,34478.16
2000008582,30,MAT-000629,36,71286.84
2000008296,10,MAT-000384,48,-75578.4
2000003011,20,MAT-000593,58,86603.86
2000009879,30,MAT-000562,87,8988.84
2000002200,10,MAT-000801,49,32619.79
2000007639,30,MAT-000858,27,42216.12
2000005508,10,MAT-000925,57,87803.37
2000004995,20,MAT-000828,65,
2000004594,40,MAT-000469,7,2524.48
2000001650,10,MAT-000033,3,5751.21
2000008289,30,MAT-000091,26,33895.16
2000007696,20,MAT-000812,93,48160.98
2000000423,50,MAT-000327,58,85183.44
2000001435,30,MAT-000810,79,81012.92
2000005778,20,MAT-000916,40,76758.8
2000003316,30,MAT-000547,81,12284.46
2000003283,20,MAT-000323,4,7583.76
2000000740,10,MAT-000974,28,8233.68
2000009375,30,MAT-000572,90,71600.4
2000008325,20,MAT-000582,70,50046.5
2000002387,30,MAT-000148,71,114264.56
2000001697,30,MAT-000680,14,-27940.78
2000002916,40,MAT-000755,100,75408.0
2000003262,20,MAT-000877,26,42801.98
2000006191,20,MAT-000435,38,51472.52
2000005763,10,MAT-000148,30,51350.1
2000000810,20,MAT-000976,1,794.96
2000009026,20,MAT-000372,25,39871.0
2000005966,30,MAT-000775,6,2661.3
2000004339,20,MAT-000942,72,84862.8
2000004192,20,MAT-000941,1,1946.14
2000002913,10,MAT-000424,74,134694.06
2000001964,10,MAT-000442,20,15951.4
2000006342,20,MAT-000172,48,90799.2
2000004278,10,MAT-000715,99,187574.31
2000002192,10,MAT-000740,67,17862.87
2000000343,20,MAT-000692,16,6997.92
2000009117,50,MAT-000716,74,60925.68
2000004367,30,MAT-000157,36,60517.8
2000006552,40,MAT-000507,12,12672.24
2000001644,10,MAT-000418,86,165261.04
2000006817,10,MAT-000974,17,4581.67
2000005651,30,MAT-000830,32,46000.96
2000002565,10,MAT-000913,97,113972.09
2000009632,50,MAT-000345,57,56262.42
2000004674,10,MAT-000665,86,17054.66
2000008007,40,MAT-000012,85,157029.85
2000002506,30,MAT-000965,52,27043.12
2000003934,20,MAT-000109,30,57329.7
2000001432,10,MAT-000841,75,-74400.0
2000006856,20,MAT-000826,30,59841.9
2000001148,10,MAT-000451,19,29465.58
2000000137,20,MAT-000438,69,1469.7
2000005967,10,MAT-000587,52,27903.72
2000003664,30,MAT-000652,39,872.04
2000000765,40,MAT-000205,45,64917.9
2000002109,30,MAT-000468,97,
2000009363,10,MAT-000238,58,8789.32
2000009559,10,MAT-000883,35,40433.75
2000007381,10,MAT-000574,60,74999.4
2000003210,30,MAT-000704,90,139751.1
2000009852,20,MAT-000268,42,58603.86
2000009089,50,MAT-000746,34,845.24
2000000149,30,MAT-000869,79,130132.75
2000001183,50,MAT-000368,68,69021.36
2000007171,10,MAT-000474,48,46496.64
2000000883,20,MAT-000769,71,26830.9
2000000873,20,MAT-000256,66,5083.98
2000005086,50,MAT-000062,4,6894.52
2000002461,40,MAT-000262,96,70863.36
2000007291,10,MAT-000835,75,28320.75
2000006989,20,MAT-000635,89,85800.45
2000007868,10,MAT-000923,5,3740.45
2000005644,10,MAT-000240,28,40015.64
2000004731,40,MAT-000287,37,23191.23
2000009049,30,MAT-000815,84,70687.68
2000008978,10,MAT-000617,100,106714.0
2000005822,30,MAT-000905,14,7164.22
2000001721,10,MAT-000974,1,938.13
2000004281,50,MAT-000293,84,11773.44
2000000253,10,MAT-000312,89,102623.23
2000005642,10,MAT-000316,14,8679.72
2000006694,40,MAT-000975,91,70463.12
2000005221,10,MAT-000873,4,7765.4
2000008108,30,MAT-000394,67,102457.07
2000006864,40,MAT-000373,41,52966.67
2000007968,20,MAT-000981,36,25311.96
2000000957,30,MAT-000645,21,36390.48
2000008784,10,MAT-000130,60,60400.2
2000002610,40,MAT-000063,25,13837.0
2000002298,50,MAT-000971,60,634.8
2000008371,20,MAT-000183,89,3827.0
2000007448,40,MAT-000273,76,142924.08
2000005473,30,MAT-000857,35,69192.2
2000002954,50,MAT-000551,78,116850.24
2000008377,20,MAT-000868,22,18259.78
2000001428,10,MAT-000831,8,9660.56
2000000288,20,MAT-000829,90,173028.6
2000005715,30,MAT-000620,95,21833.85
2000008751,30,MAT-000224,8,3383.04
2000003273,30,MAT-000226,13,5490.29
2000007934,20,MAT-000639,53,32511.79
2000002364,10,MAT-000537,86,16271.2
2000004264,10,MAT-000876,51,21880.53
2000008609,20,MAT-000342,62,43843.92
2000008843,10,MAT-000861,79,152265.39
2000009217,10,MAT-000755,3,5191.77
2000001887,50,MAT-000629,22,12484.78
2000004719,10,MAT-000381,55,5542.35
2000005594,30,MAT-000789,42,11037.18
2000009806,10,MAT-000313,38,27199.26
2000002224,40,MAT-000342,31,43842.37
2000001202,50,MAT-000734,89,121143.24
2000009151,50,MAT-000331,97,74291.33
2000005504,20,MAT-000730,39,9528.87
2000002847,10,MAT-000736,55,2415.05
2000000406,20,MAT-000418,93,29086.68
2000001566,20,MAT-000036,53,72525.73
2000005419,20,MAT-000037,5,8998.45
2000009282,10,MAT-000164,18,30947.58
2000006818,20,MAT-000126,80,27481.6
2000000046,10,MAT-000224,98,117998.86
2000004140,10,MAT-000496,95,185344.05
2000009223,10,MAT-000478,10,17824.1
2000008674,10,MAT-000332,99,86269.59
2000009478,10,MAT-000255,19,28682.02
2000002139,20,MAT-000415,52,45978.92
2000000373,20,MAT-000138,98,131610.08
2000009718,30,MAT-000665,30,33395.4
2000005829,10,MAT-000625,5,6538.3
2000006348,20,MAT-000345,94,179730.82
2000000773,50,MAT-000177,54,102696.12
2000009210,30,MAT-000570,73,100413.69
2000009294,10,MAT-000922,9,17895.06
2000000049,10,MAT-000430,27,2279.88
2000001497,20,MAT-000279,70,41441.4
2000006981,30,MAT-000487,94,106229.4
2000008475,10,MAT-000462,63,24423.21
2000005331,10,MAT-000723,36,51798.24
2000001544,10,MAT-000878,36,26206.2
2000007718,50,MAT-000146,77,118898.78
2000004095,10,MAT-000006,31,24727.77
2000001885,40,MAT-000047,6,6155.46
2000006632,20,MAT-000855,73,96895.09
2000007122,10,MAT-000932,51,65367.21
2000005386,10,MAT-000891,38,44624.16
2000002871,50,MAT-000942,26,4732.0
2000004435,30,MAT-000787,16,20715.04
2000008510,40,MAT-000631,29,38060.76
2000003400,10,MAT-000005,28,27473.88
2000003249,30,MAT-000751,28,52594.08
2000000781,10,MAT-000952,41,36838.09
2000001540,20,MAT-000623,73,88041.65
2000009760,40,MAT-000097,87,164389.11
2000001051,20,MAT-000315,55,93100.15
2000001928,40,MAT-000613,42,965.58
2000000127,20,MAT-000977,94,39379.42
2000000990,30,MAT-000157,3,
2000008256,10,MAT-000234,80,44470.4
2000007272,10,MAT-000868,99,105450.84
2000004220,10,MAT-000169,76,20836.92
2000005821,50,MAT-000170,85,112636.9
2000009767,10,MAT-000706,77,11484.55
2000000178,10,MAT-000834,87,146545.41
2000002738,10,MAT-000673,32,18406.4
2000005639,20,MAT-000860,60,60067.2
2000008000,40,MAT-000384,83,129577.94
2000001825,30,MAT-000184,1,912.21
2000007937,20,MAT-000449,24,4478.64
2000008430,40,MAT-000826,72,61831.44
2000001202,40,MAT-000880,43,38619.59
2000008734,50,MAT-000315,9,13924.17
2000003137,40,MAT-000495,10,
2000000575,30,MAT-000483,26,5135.26
2000005859,40,MAT-000647,41,58687.4
2000003548,30,MAT-000345,74,36180.08
2000007061,10,MAT-000661,21,22966.23
